Mv,s,c,T,f,Ssw,s_real,s_imag,HQR_real,HQR_imag,WYR_real,WYR_imag,MAB_real,MAB_imag,angle,rms,cl,HH1,HH2,HH3,VV1,VV2,VV3,HV1,HV2,HV3,VH1,VH2,VH3
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,3.5,-10.9951651218685,-16.0789464863983,-11.9509677081389,-8.72810391173509,-9.59055959476159,-7.8927983599469,-108.802068667104,-111.249360811851,-108.698829704194,-108.802066971044,-111.249355836686,-108.698826572407
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,4,-11.4630694339412,-15.5950756601899,-11.7676349654521,-9.84248717859509,-9.72833949375819,-8.52501063275447,-109.633328837103,-111.183190782391,-109.009935110389,-109.633327691449,-111.183186264062,-109.009932633289
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,4.5,-12.3466022993639,-15.3013959400805,-11.9262822542131,-11.1358931653481,-9.88362493583816,-9.28339999112519,-110.744247548432,-111.185293827497,-109.521611488686,-110.744246770944,-111.185289647487,-109.521609506881
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,1.6,5,-13.5492482279824,-15.1330866749833,-12.3458599033621,-12.590366933516,-10.0506766592628,-10.1509075477276,-112.088797406013,-111.234750509911,-110.199721064729,-112.088796876979,-111.234746587456,-110.199719463317
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,1,-20.5283772711179,-24.9723199396899,-21.6720431311605,-10.9541547306528,-15.4009101717042,-12.0981961357326,-113.485829083228,-117.931667298814,-114.629748222913,-113.485821978339,-117.931660193832,-114.629741118012
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,1.5,-17.6404103077017,-22.3237836018704,-18.7440980501861,-8.92098362987139,-12.7518931189259,-9.94447413892838,-111.23157860724,-115.282788127923,-112.276469783797,-111.231572038087,-115.282781022956,-112.276463163073
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,2,-14.8017047491582,-20.695177977583,-16.4707265428291,-8.05137486297987,-11.8123272475231,-8.86567666277207,-109.788458463011,-114.166219319278,-110.863036619487,-109.788453220425,-114.166212644212,-110.863030785678
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,2.5,-11.837766555408,-19.6047030982244,-13.532411467313,-7.68150171245242,-11.3526468289601,-8.23581588983454,-108.515015844123,-113.535187652411,-109.488169235505,-108.515012521146,-113.535181385339,-109.488165047284
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,3,-10.2733159864478,-17.4003672461319,-11.7440550562884,-7.61440401115524,-11.0050842302163,-7.90812235188198,-107.844154661935,-112.628508977874,-108.617664369679,-107.844152515219,-112.628503985822,-108.617661294909
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,3.5,-9.54328080713092,-15.9916716990899,-10.659568857891,-7.79629390895768,-10.7512050499923,-7.80909019824877,-107.627649726474,-111.983548508415,-108.119570881707,-107.627648312893,-111.983544360817,-108.119568582589
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,4,-9.36286769493485,-15.0364105057454,-10.0537726670815,-8.20041889106315,-10.5734116948803,-7.89511895855395,-107.764038222581,-111.522812423459,-107.909266018955,-107.764037283806,-111.522808863689,-107.909264273555
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,4.5,-9.58250906330876,-14.3672708289354,-9.79632390252457,-8.80295988857812,-10.4564587470372,-8.1369450094703,-108.18598810485,-111.195043492581,-107.928862625875,-108.185987478982,-111.195040358644,-107.928861283902
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.1,5,-10.1115319437591,-13.8906626455114,-9.8047764008451,-9.58363872087294,-10.3877968421942,-8.51317733809949,-108.845805000594,-110.965293279439,-108.136902169306,-108.845804581546,-110.965290464113,-108.136901126321
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,1,-22.445134360056,-28.8945270745999,-23.8091472537604,-14.4543313802435,-19.3258568279115,-15.6280934376749,-116.563045831688,-121.855841075344,-117.790608158788,-116.563039734283,-121.855833970281,-117.790601935406
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,1.5,-17.640551660558,-25.715594747115,-19.417052227581,-11.714418524334,-16.7584348344338,-12.9053075938571,-113.182924955476,-119.131786345528,-114.566117163082,-113.18292029854,-119.131779620814,-114.566112084553
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,2,-14.0100053890089,-23.6172495938019,-15.668825689834,-10.0817297573433,-15.429368042391,-11.1623489417556,-110.826864037852,-117.593789582165,-112.127781408032,-110.826860885764,-117.593783354226,-112.127777810837
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,2.5,-11.6490202489497,-20.8497849920137,-13.1956266423335,-9.0408296615509,-14.4124962625863,-9.97007423401769,-109.248545758707,-116.049326898214,-110.435147928032,-109.248543646255,-116.049321872685,-110.435145325733
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,3,-10.1372924541512,-18.4132759466561,-11.5021403712733,-8.38859872313721,-13.6110922109165,-9.14379872275364,-108.220146133641,-114.685696541022,-109.244319838494,-108.220144711573,-114.685692718959,-109.244317925826
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,3.5,-9.21000188156393,-16.7530361811633,-10.3378928763853,-8.03169847634435,-12.9718443623948,-8.58723505335532,-107.602011134922,-113.659477463273,-108.419665656115,-107.602010175023,-113.659474425437,-108.419664232458
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,4,-8.71074414174684,-15.5542548454596,-9.55813064671694,-7.91639013478181,-12.4593312913372,-8.24320123364031,-107.305614167106,-112.870830894943,-107.876934352877,-107.305613519537,-112.870828395743,-107.876933282049
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,4.5,-8.5423710034963,-14.657493176975,-9.07149409334996,-8.00694290215592,-12.0478274358301,-8.07427887711762,-107.271657832106,-112.256163437457,-107.559708744167,-107.271657395553,-112.256161323769,-107.559707931482
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,2.6,5,-8.63903911173475,-13.9710787424144,-8.81660567825042,-8.27791212976892,-11.7178293102878,-8.05409876203567,-107.457728079226,-111.772728462048,-107.428113284732,-107.457727784852,-111.7727266336,-107.428112663113
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,1,-19.9431868330057,-32.279947468674,-21.7948831923039,-17.1108770323716,-23.9591960554045,-18.5194439442625,-117.413241434206,-126.16066696778,-119.004837464325,-117.413239143098,-126.160660652532,-119.004834822548
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,1.5,-16.1381004534046,-28.6446687577704,-17.7950864644278,-13.9521462199812,-21.1779136972435,-15.3316690617152,-113.97766605834,-123.133982584644,-115.477473148356,-113.977664283804,-123.133976840223,-115.4774711514
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,2,-13.5134583651749,-24.2146063786414,-15.0643679286466,-11.8977903897765,-19.2384662206329,-13.1992922639997,-111.669228738865,-120.376204653809,-113.082987690367,-111.66922742416,-120.376200700357,-113.082986174159
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,2.5,-11.6404527604045,-21.3519429993024,-13.0820650652008,-10.4699873448509,-17.7648867536187,-11.6647077567171,-110.03662938573,-118.375721270758,-111.345621542475,-110.036628431997,-118.375718384342,-111.345620388377
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,3,-10.2982963448604,-19.3143432222383,-11.6050515292156,-9.46029583276476,-16.5950874210628,-10.5249563991961,-108.870300577174,-116.84987714615,-110.049335059711,-108.870299893842,-116.849874944987,-110.049334179417
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,3.5,-9.35389017993607,-17.7822427155796,-10.4972607328586,-8.76006453691474,-15.6427219834307,-9.67211691249416,-108.053008497142,-115.647899387576,-109.076000678183,-108.053008012732,-115.647897650352,-109.076000005319
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,4,-8.72190362333734,-16.5887750327612,-9.67367161554123,-8.30492130989046,-14.855039095485,-9.04172548869557,-107.512014432358,-114.679839929541,-108.353057747949,-107.512014092141,-114.679838519373,-108.353057232469
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,4.5,-8.34395213578045,-15.6361234594137,-9.07713705162914,-8.05326298288831,-14.1966960796263,-8.59190814608284,-107.198495091159,-113.887739799665,-107.832238969777,-107.198494853963,-113.887738627676,-107.832238573904
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.1,5,-8.17789857690864,-14.8622473082572,-8.66721671331793,-7.97637954081537,-13.642474427005,-8.29364987926857,-107.077657974522,-113.232077268997,-107.479528937809,-107.07765781008,-113.232076275214,-107.479528633003
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,1,-19.6262046303762,-31.4561877459275,-21.2782577217455,-18.8971572870236,-28.1145466663404,-20.4442499984063,-118.255139731323,-128.626814641305,-119.852354086823,-118.255139136721,-128.626811947411,-119.852353406739
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,1.5,-16.1759001751551,-27.2377015668186,-17.7622978679946,-15.5675687230499,-24.8307414957124,-17.0740424561619,-114.867514576726,-124.952246596674,-116.41246019074,-114.86751408049,-124.952244644895,-116.412459629371
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,2,-13.8142579711138,-24.3426304959036,-15.3309537995796,-13.3266202944832,-22.5385720739846,-14.7699999663133,-112.568121545868,-122.394967440186,-114.047053661493,-112.568121148028,-122.394965973219,-114.047053203877
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,2.5,-12.0883697681529,-22.1854962511993,-13.5212531446148,-11.7080841669393,-20.793408771575,-13.0687256970437,-110.897249479111,-120.462706531836,-112.293146588277,-110.897249168822,-120.462705398223,-112.293146219068
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,3,-10.7943950354958,-20.4989386383881,-12.1255980283906,-10.5041171970188,-19.3987586235243,-11.7634768062309,-109.64914678545,-118.932550374693,-110.943753897423,-109.649146548587,-118.932549478071,-110.94375360195
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,3.5,-9.82138665313695,-19.1377168585842,-11.0317299556532,-9.60378315889631,-18.2500951803922,-10.7437457888546,-108.713006509228,-117.683679461313,-109.887647620031,-108.713006331658,-117.683678737584,-109.887647385038
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,4,-9.10138065940589,-18.0141013321273,-10.1713104208535,-8.94071972720645,-17.2847813093579,-9.943352997728,-108.021781635634,-116.642894375615,-109.05768695126,-108.021781504528,-116.64289378079,-109.057686765243
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,4.5,-8.58907841037987,-17.0711059978608,-9.4991962194812,-8.47194857318354,-16.4619948347729,-9.31937352755071,-107.531418881633,-115.762316893082,-108.409922465509,-107.531418786049,-115.76231639621,-108.409922318767
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,3.6,5,-8.25240283348891,-16.2696695623116,-8.98374551592842,-8.16790384895274,-15.7534262186782,-8.84224096122889,-107.211153370168,-115.008817301793,-107.913807945578,-107.211153301212,-115.008816880629,-107.913807830103
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,1,-20.329840978225,-31.7756152065986,-21.961053323809,-20.180552930469,-31.0600756976591,-21.793529390192,-119.255979101186,-130.411584777368,-120.877990397987,-119.25597897936,-130.41158419377,-120.87799026128
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,1.5,-16.918279916577,-28.1798186023519,-18.5112682661084,-16.7868536704046,-27.6021708891957,-18.3638658469697,-115.853421066145,-126.887298176571,-117.438357250895,-115.853420958894,-126.887297705346,-117.438357130608
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,2,-14.5776546133667,-25.6435593137923,-16.1191856964543,-14.4659604739736,-25.1736525704376,-15.992031315492,-113.522730823071,-124.406532537628,-115.056478668203,-113.522730731923,-124.406532154246,-115.056478564439
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,2.5,-12.8468804767033,-23.6984012902111,-14.3229470054478,-12.7546232809192,-23.3129994003412,-14.2150371355087,-111.801732180396,-122.504666507814,-113.26992730393,-111.801732105109,-122.504666193352,-113.26992721587
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,3,-11.5205895747084,-22.1336996250979,-12.9167688147645,-11.4462049282202,-21.8147769180283,-12.8264097266902,-110.484420392928,-120.973877926766,-111.872574558215,-110.484420332225,-120.973877666533,-111.872574484476
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,3.5,-10.4889930411391,-20.8357702905951,-11.7906495944743,-10.4302567652361,-20.5693907003781,-11.715813566022,-109.460678007003,-119.702662521173,-110.754253752892,-109.460677959071,-119.702662303806,-110.754253691821
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,4,-9.68621358073135,-19.7359099287161,-10.8786375046035,-9.64066199904302,-19.5113126908912,-10.8172144184829,-108.664510669759,-118.623988424314,-109.848974421857,-108.664510632586,-118.623988241038,-109.848974371732
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,4.5,-9.06938222226726,-18.789254089343,-10.1378965282297,-9.03460146872547,-18.5981161428966,-10.087854717715,-108.053077168818,-117.694262325774,-109.113942329482,-108.053077140434,-117.694262169799,-109.113942288644
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.1,5,-8.6088698700391,-17.9647977623031,-9.53890238884276,-8.58266943219308,-17.8006563527988,-9.49838047803763,-107.596862498498,-116.883442236359,-108.519720539473,-107.596862477117,-116.883442102413,-108.519720506405
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,1,-21.2477731176347,-33.4168105604223,NaN,-21.2231414026245,-33.2972034257994,NaN,-120.236551254066,-132.357903944741,NaN,-120.236551233965,-132.357903847135,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,1.5,-17.8211058117298,-29.9028129465046,NaN,-17.7986345882233,-29.7984815524226,NaN,-116.810965657082,-128.851593407846,NaN,-116.810965638744,-128.851593322706,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,2,-15.4557715741802,-27.4205783746982,NaN,-15.4358743681758,-27.3301831874054,NaN,-114.446919996184,-126.376365974671,NaN,-114.446919979946,-126.376365900903,NaN
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,2.5,-13.6893626061865,-25.5077302424977,-15.2162224537883,-13.6722014009204,-25.4296227575111,-15.1965046690246,-112.681880486118,-124.469691475764,-114.207460688595,-112.681880472113,-124.469691412024,-114.207460672504
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,3,-12.31587206809,-23.9581185305457,-13.7782481448289,-12.3014122684823,-23.8906239634028,-13.7610948029321,-111.309741878661,-122.925408449191,-112.770769960324,-111.309741866861,-122.925408394112,-112.770769946325
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,3.5,-11.2253299878537,-22.661564676943,-12.611513185199,-11.2133973188808,-22.6031279160876,-12.5967830815778,-110.220464322252,-121.633399905094,-111.605247730362,-110.220464312514,-121.633399857406,-111.605247718341
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,4,-10.3519886362118,-21.5521133379529,-11.6502805173324,-10.3423223539021,-21.5013579013009,-11.6377712940454,-109.34825686726,-120.527801291579,-110.645126372073,-109.348256859371,-120.527801250159,-110.645126361864
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,4.5,-9.65332039096795,-20.5870622330053,-10.8520496708558,-9.64561844389071,-20.5428025599036,-10.8415276585777,-108.650571279656,-119.566006945024,-109.847889788731,-108.65057127337,-119.566006908906,-109.847889780144
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,50,4.6,5,-9.10016462809118,-19.7371201270107,-10.1877012398707,-9.09411781607336,-19.6983512627778,-10.1789234444263,-108.098243411014,-118.718816799932,-109.184413949745,-108.098243406079,-118.718816768294,-109.184413942582
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,1,-41.9581426191276,-44.4730832657525,-43.1059474064759,-19.5818830409657,-22.1464238396181,-20.7680103192521,-126.566367802136,-129.132575037795,-127.753774479307,-126.566369018098,-129.132576253637,-127.753775695176
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,1.5,-41.9066019723889,-45.0021375104518,-42.978388397283,-19.6846567649895,-22.8248086612644,-20.7864756560612,-126.674338343193,-129.816039432747,-127.777192514539,-126.674339558784,-129.816040648227,-127.777193730056
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,2,-44.1778244593724,-45.719639976503,-43.8687651038047,-22.2564668496418,-23.6481930532703,-21.8320694403065,-129.254955423478,-130.643485045879,-128.828220286531,-129.254956635218,-130.643486260689,-128.828221500748
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,2.5,-48.1440564473825,-46.4273933086248,-45.3443125295368,-26.8061664994588,-24.4091063197948,-23.4376433814561,-133.81750850333,-131.405628358425,-130.4364412498,-133.81750970147,-131.405629572272,-130.436442461283
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,3,-53.1395518897866,-47.0692569198443,-47.1666493587919,-33.0424860176741,-25.0845062553598,-25.3966525356232,-140.087751092291,-132.081707852835,-132.39832364896,-140.087752253389,-132.081709065997,-132.398324857498
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,3.5,-58.5940881451679,-47.6445286731609,-49.227312054884,-40.5780936433789,-25.6825571623277,-27.599283897332,-147.707991626232,-132.680223799229,-134.604041644392,-147.707992683029,-132.680225011927,-134.604042849793
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,4,-64.6311214045485,-48.1615873597036,-51.4618863002636,-48.5580501778201,-26.2156052256474,-29.9800038941174,-155.816971271937,-133.213599987653,-136.988051569705,-155.816972082955,-133.213601200025,-136.98805277179
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,4.5,-71.7468096867602,-48.6291610301145,-53.8290507736837,-55.8286529854078,-26.6947508812007,-32.4965525135035,-163.110268640598,-133.692984002361,-139.508085277495,-163.110269134178,-133.692985214498,-139.5080864761
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.1,5,-78.6208115796389,-49.0548441465774,-56.3007507604159,-62.3948814097518,-27.1290395915891,-35.1200825646051,-169.676301301286,-134.127450456494,-142.13528889915,-169.676301622297,-134.127451668457,-142.13529009412
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.6,1,-27.8810652253277,-30.5708008658338,-28.9924270065446,-6.86241926095763,-9.31188765297466,-7.94344541192739,-112.495079568586,-114.956772413974,-113.594161424148,-112.495080815035,-114.956773659477,-113.594162669628
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.6,1.5,-27.1382856847185,-30.3704548054531,-28.1498470521697,-6.49264481980219,-9.52911005702127,-7.51098346169736,-112.22463027987,-115.272220132079,-113.25789026543,-112.224631521754,-115.272221373157,-113.257891506567
0.05,0.3,0.1,15,5,0,3.9015,0.1223,3.9015,0,3.9015,0.1223,2.5306,2.2286,55,0.6,2,-27.4237734863677,-30.3759477361969,-28.0262102031815,-8.47199460434022,-10.1708076385861,-8.27573157418091,-114.258724950297,-115.987306948456,-114.10518512268,-114.258726099762,-115.98730817365,-114.105186333076
