Mv,s,c,T,f,Ssw,s_real,s_imag,HQR_real,HQR_imag,WYR_real,WYR_imag,MAB_real,MAB_imag,angle,rms,cl,HH1,HH2,HH3,VV1,VV2,VV3,HV1,HV2,HV3,VH1,VH2,VH3
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.1,4.5,-7.99231095703368,-13.874063075869,-8.70981977544972,-7.43277418415527,-11.976693752506,-7.82110100406421,-105.185599960127,-110.351110849201,-105.731633784849,-105.185600077543,-110.351111248561,-105.731633971884
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.1,5,-7.87029437068963,-13.2430996924589,-8.34109503816389,-7.46747940458959,-11.6002167706329,-7.63596211341356,-105.144139307771,-109.860316051699,-105.458925782345,-105.144139391967,-109.860316397742,-105.458925930561
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,1,-19.7766601991631,-29.8001777217916,-21.4856651568614,-18.2127607588913,-25.315767334386,-19.6470426921769,-116.436937690517,-124.749104642432,-117.995172207498,-116.436938020485,-124.749105570677,-117.995172595036
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,1.5,-16.226261722016,-26.3757691798113,-17.8119715946612,-14.9279802906097,-22.3476530116625,-16.3506520254916,-113.030264052288,-121.607645679398,-114.527993571064,-113.030264326439,-121.607646516678,-114.527993879493
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,2,-13.7649248078426,-23.381590359424,-15.2703343429302,-12.732170336477,-20.2726490962236,-14.1054975166419,-110.710584524158,-119.166134863208,-112.145781130037,-110.710584742383,-119.166135514033,-112.145781376097
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,2.5,-11.953541262824,-21.0280600966594,-13.3814121003249,-11.1519119350005,-18.6908463039733,-12.4518382823956,-109.020859308705,-117.258452395133,-110.381572767723,-109.020859478167,-117.258452886652,-110.381572964187
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,3,-10.5906729097212,-19.2478371409977,-11.9274704869978,-9.97685723078097,-17.4279420805243,-11.1851603748116,-107.755721512775,-115.767688157952,-109.025765192067,-107.755721642565,-115.767688541579,-109.025765349003
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,3.5,-9.561914764131,-17.8482179839765,-10.7895660313841,-9.09630887594353,-16.391107847536,-10.1964088414856,-106.803370032317,-114.566518980337,-107.965302459167,-106.80337013078,-114.56651928789,-107.965302584593
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,4,-8.79508149602963,-16.7181567355085,-9.89475355560753,-8.44481304581203,-15.5242327793351,-9.42038585958686,-106.09555973405,-113.5780720348,-107.131709285079,-106.095559808122,-113.578072286993,-107.131709385395
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,4.5,-8.24167842558046,-15.7880197254713,-9.19461020775155,-7.98013239819437,-14.7902890237381,-8.8148415125196,-105.58729932448,-112.752211392888,-106.480028242464,-105.587299379786,-112.752211603737,-106.480028322776
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,2.6,5,-7.86731852164319,-15.0113728727508,-8.65509878740142,-7.67323069188298,-14.1632531743119,-8.35067656659319,-105.247111256938,-112.054340555708,-105.978932123235,-105.247111297973,-112.054340734992,-105.978932187611
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,1,-20.4593750814589,-31.3138020837071,-22.0836144068688,-20.1545255152775,-29.8637705425124,-21.7327434122323,-117.782986311315,-128.035936340192,-119.3837806902,-117.782986375806,-128.035936646269,-119.383780764424
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,1.5,-17.0219988735568,-27.5910853542434,-18.6073208989388,-16.7527318800293,-26.4683457416569,-18.3031243327497,-114.363695353265,-124.488960984484,-115.931264350936,-114.36369541023,-124.488961221695,-115.931264415289
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,2,-14.6488004625464,-24.9762326373863,-16.1877155944417,-14.4186703945731,-24.0870329691818,-15.9268874101935,-112.010346659727,-121.997632450982,-113.533695849966,-112.010346708414,-121.997632638949,-113.533695905145
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,2.5,-12.8802526611668,-22.9808814444102,-14.3625405081543,-12.6882753852544,-22.2644517979232,-14.1410564489384,-110.261107008364,-120.092655523645,-111.728465898353,-110.26110704898,-120.092655675137,-111.72846594521
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,3,-11.5116776936334,-21.3841947319989,-12.9257104758314,-11.3545035757511,-20.7984115578349,-12.7391616591457,-108.910108492074,-118.563739225403,-110.309308621728,-108.910108525327,-118.563739349293,-110.309308661195
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,3.5,-10.4334370523458,-20.0665890322441,-11.7669579810548,-10.3067652419185,-19.5812238963065,-11.6108854960685,-107.847243603518,-117.297889986981,-109.165944560668,-107.847243630318,-117.297890089644,-109.165944593688
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,4,-9.57961471176591,-18.9556561810717,-10.8200882065896,-9.47891623671279,-18.548546216978,-10.6902263225672,-107.006492921769,-116.227089581616,-108.232287942075,-107.006492943073,-116.227089667733,-108.23228796955
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,4.5,-8.90725839489803,-18.0040768600948,-10.0420446333504,-8.82815742880894,-17.6587086793197,-9.9344692781709,-106.344991247934,-115.307049647235,-107.465463788638,-106.34499126467,-115.307049720296,-107.465463811398
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.1,5,-8.38663306630284,-17.179154641242,-9.4031062213431,-8.32513382157963,-16.8830561000239,-9.31430882362158,-105.833202400705,-114.507217024911,-106.835967425833,-105.833202413717,-114.507217087551,-106.83596744462
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,1,-21.6041170345257,-33.1834809980301,NaN,-21.5617668196124,-32.9732807333658,NaN,-119.060289428669,-130.555118324286,NaN,-119.060289437629,-130.555118368757,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,1.5,-18.1591183040817,-29.6596197982779,NaN,-18.1200701860123,-29.4788935283866,NaN,-115.616945615064,-127.046159932734,NaN,-115.616945623326,-127.046159970969,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,2,-15.768273525191,-27.1691714938606,-17.3529886736724,-15.7331812081434,-27.0138362724649,-17.3136832577521,-113.228082957746,-124.568529948569,-114.810687045574,-113.22808296517,-124.568529981433,-114.81068705389
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,2.5,-13.9692715346702,-25.2492502402642,-15.5115212283522,-13.9384163095168,-25.1155954203303,-15.4764346119496,-111.431203534823,-122.659539061155,-112.971333516983,-111.431203541351,-122.659539089432,-112.971333524406
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,3,-12.5561863020149,-23.6933940698862,-14.0466184813817,-12.5295683305468,-23.5781122066975,-14.0156639003543,-110.02024043407,-121.11293518982,-111.508500715204,-110.020240439701,-121.11293521421,-111.508500721753
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,3.5,-11.4191192369838,-22.3912029528886,-12.8483473381994,-11.3965415553958,-22.2914231516168,-12.8213121099133,-108.885196374828,-119.818543082732,-110.312192519621,-108.885196379605,-119.818543103843,-110.312192525341
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,4,-10.4923928248512,-21.2765547310819,-11.8510146313221,-10.4735293017394,-21.1898324203941,-11.8276060838179,-107.960329257383,-118.71045865278,-109.316675786255,-107.960329261374,-118.710458671128,-109.316675791208
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,4.5,-9.73355074914628,-20.3066189450572,-11.0121651665137,-9.71800168965686,-20.2308977096405,-10.9920472754533,-107.203146055277,-117.746049122742,-108.47947371125,-107.203146058567,-117.746049138762,-108.479473715507
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,3.6,5,-9.11350383063839,-19.452005350253,-10.3027263640178,-9.10084051230006,-19.3855675356152,-10.2855472627901,-106.58454317929,-116.896096231242,-107.771505881357,-106.584543181969,-116.896096245299,-107.771505884992
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,1,-22.7274425439275,-35.4150290213353,NaN,-22.7230869272225,-35.3937632818248,NaN,-120.202637778455,-132.881762957651,NaN,-120.202637779377,-132.88176296215,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,1.5,-19.2654369797341,-31.9025382538237,NaN,-19.2613156718305,-31.8829525866289,NaN,-116.740749397271,-129.370113214172,NaN,-116.740749398143,-129.370113218316,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,2,-16.8503891474655,-29.4172446764484,NaN,-16.8465658696536,-29.3993736674292,NaN,-114.325850614153,-126.885677890329,NaN,-114.325850614962,-126.88567789411,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,2.5,-15.0197965117791,-27.4966935192716,NaN,-15.0163137671182,-27.4804877993058,NaN,-112.495428280882,-124.965960194506,NaN,-112.495428281619,-124.965960197935,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,3,-13.5676209268932,-25.9348722796022,NaN,-13.5645012627486,-25.9202329622453,NaN,-111.043434270791,-123.404922851616,NaN,-111.043434271451,-123.404922854713,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,3.5,-12.3839240348198,-24.6218543155839,NaN,-12.3811725980356,-24.6086576087969,NaN,-109.859921523549,-122.092626770925,NaN,-109.859921524131,-122.092626773717,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,4,-11.4030480868596,-23.4919866003938,-12.850178247467,-11.4006558487192,-23.4800998035103,-12.8473045862665,-108.879225201537,-120.96341448367,-110.32611461408,-108.879225202043,-120.963414486185,-110.326114614688
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,4.5,-10.5826060533733,-22.5028847926159,-11.9671850797518,-10.5805533060665,-22.4921760964371,-11.9646338564966,-108.05895293522,-119.974902109452,-109.443282690544,-108.058952935654,-119.974902111718,-109.443282691084
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.1,5,-9.89361864879027,-21.6255735389137,-11.2083302286449,-9.89187841030527,-21.6159176555496,-11.2060823520033,-107.370121802139,-119.098117570812,-108.684579533726,-107.370121802507,-119.098117572855,-108.684579534202
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,1,-23.7381053157388,-37.4723718911766,NaN,-23.7377702043632,-37.4707913177667,NaN,-121.215311074755,-134.948954884708,NaN,-121.215311074826,-134.948954885043,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,1.5,-20.2633750129258,-33.9568548071168,NaN,-20.2630530991672,-33.9553416198199,NaN,-117.740587370877,-131.433471496712,NaN,-117.740587370945,-131.433471497033,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,2,-17.8305141845749,-31.4669093158268,NaN,-17.8302096356051,-31.465474861364,NaN,-115.307735225079,-128.943565375188,NaN,-115.307735225143,-128.943565375491,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,2.5,-15.9770278530229,-29.5400500206808,NaN,-15.9767439190183,-29.5387005170788,NaN,-113.454259201186,-127.016748558884,NaN,-113.454259201246,-127.01674855917,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,3,-14.4968924020041,-27.970263925694,NaN,-14.4966313568757,-27.9690016655152,NaN,-111.974135194787,-125.447006088898,NaN,-111.974135194842,-125.447006089165,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,3.5,-13.2801916661048,-26.6476467050262,NaN,-13.2799548253049,-26.6464711298333,NaN,-110.757446561228,-124.124432213773,NaN,-110.757446561278,-124.124432214022,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,4,-12.2612979814658,-25.5065839748803,NaN,-12.2610857803786,-25.5054925539717,NaN,-109.738565196607,-122.983411563524,NaN,-109.738565196652,-122.983411563755,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,4.5,-11.3978622260394,-24.504741545295,NaN,-11.397674340774,-24.5037304601064,NaN,-108.875141599234,-121.981609304238,NaN,-108.875141599274,-121.981609304451,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,40,4.6,5,-10.6609505050235,-23.6132022892732,NaN,-10.6607859968894,-23.6122669481543,NaN,-108.138241566905,-121.09010792238,NaN,-108.13824156694,-121.090107922578,NaN
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,1,-36.4189660741032,-38.3940480892066,-37.3790017897749,-20.4332064524523,-22.4041859458697,-21.3894431331259,-123.523338345726,-125.49536309075,-124.480575253959,-123.52333862295,-125.495363367967,-124.480575531177
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,1.5,-35.61109788503,-38.8202867268196,-36.927615815561,-19.6107434829637,-22.8097745782971,-20.9203517672394,-122.704806013965,-125.90651285208,-124.01625683599,-122.704806291162,-125.906513129258,-124.016257113175
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,2,-36.9115248143952,-39.5291392719209,-37.4991128412338,-20.8842447103067,-23.5044345043498,-21.4740641514152,-123.985979674143,-126.605288360951,-124.575068081214,-123.985979951148,-126.605288638017,-124.575068358271
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,2.5,-39.7951912961237,-40.2282347509185,-38.6159437371264,-23.7855301800796,-24.1993423157008,-22.5909586074272,-126.893231431399,-127.302347822445,-125.694907950829,-126.893231706303,-127.302348099264,-125.694908227271
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,3,-44.0312842229765,-40.8623164506438,-40.0778535718951,-28.0680902014528,-24.8362923320925,-24.0611823335442,-131.187726088928,-127.939990977929,-127.167158397339,-131.187726358987,-127.939991254479,-127.167158672981
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,3.5,-49.3976200493647,-41.4341343050996,-41.7827704499697,-33.5285056970817,-25.410139665817,-25.774932356904,-136.675632150673,-128.514330395996,-128.883087878721,-136.675632409409,-128.514330672358,-128.883088153514
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,4,-55.58059729441,-41.949553799733,-43.6652110287314,-39.8500252618147,-25.9270259951707,-27.6666841743384,-143.056564966296,-129.031573188452,-130.777166253591,-143.056565199005,-129.031573464679,-130.777166527489
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,4.5,-62.1858194777088,-42.4163136671553,-45.6829588018718,-46.4295581545367,-26.39487054602,-29.6941860603516,-149.730440461517,-129.499681738339,-132.807137382047,-149.730440644484,-129.499682014467,-132.807137655008
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.1,5,-68.8691840496114,-42.84158310992,-47.80720486016,-52.5493481790003,-26.8209598076705,-31.8285984659838,-155.930500377709,-129.925970746994,-134.944158207985,-155.930500500399,-129.925971023049,-134.94415847997
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,1,-17.9292089983964,-19.8540867783477,-18.8344486561805,-8.21100347787979,-10.1293888060543,-9.08137317634738,-110.043633371708,-111.95607502999,-110.922376412472,-110.043633651481,-111.956075309752,-110.922376692194
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,1.5,-16.8935046679641,-19.9662946802361,-18.1101683598957,-6.97361680346068,-9.96615962608975,-8.11676359160258,-108.870422234622,-111.878578612246,-110.033989374182,-108.870422514108,-111.878578891624,-110.033989653565
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,2,-17.7546677159182,-20.4363148221324,-18.3871029983577,-7.56203484609996,-10.2607285624608,-8.19822320716685,-109.553004252783,-112.234745167224,-110.185001651267,-109.553004527945,-112.234745444402,-110.185001927641
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,2.5,-19.0503160273249,-20.9396445099729,-18.9744243658396,-9.513304696792,-10.7471449285163,-8.94522518402698,-111.388453368345,-112.744849028471,-110.921431923523,-111.388453598598,-112.744849299307,-110.921432183797
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,3,-20.7403772393799,-21.2963623285587,-19.7440734238051,-12.0120809152486,-11.2268040556021,-10.0051284404348,-113.734505802902,-113.211136175573,-111.940437416892,-113.734505974225,-113.211136437722,-111.94043765691
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,3.5,-22.7996738316091,-21.6701767876913,-20.7696280422271,-14.6160564151734,-11.6817604564754,-11.2734134033649,-116.260484844757,-113.660480586242,-113.182230467925,-116.260484962816,-113.660480842247,-113.182230689023
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,4,-25.2581723454403,-22.0403424348517,-21.9879536001698,-17.1889168882968,-12.1077572751715,-12.6894718214354,-118.896872932567,-114.084964380169,-114.586613563721,-118.89687301471,-114.084964631709,-114.586613767305
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,4.5,-28.1133586892705,-22.3977984895645,-23.3574619211617,-19.7976689043929,-12.5051294588944,-14.2154579207929,-121.709549827878,-114.482927958486,-116.115710150784,-121.70954988901,-114.4829282067,-116.115710338253
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,0.6,5,-31.2716015315124,-22.7389383384547,-24.8487831286025,-22.50283986128,-12.8757812690072,-15.8263843253023,-124.725453597415,-114.855194764957,-117.744208614738,-124.725453644931,-114.855195010636,-117.744208787442
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,1,-15.2160177476088,-17.264887915612,-16.0236237243891,-8.17279946729163,-10.288685090729,-8.98929440789738,-109.188211822726,-111.276904537521,-110.000754151443,-109.188212104594,-111.276904819465,-110.000754433321
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,1.5,-13.361619028744,-16.2807189091249,-14.3436800504468,-6.25089557480929,-9.21999664410219,-7.23125061630222,-107.29091697584,-110.237793471913,-108.270966730968,-107.290917257631,-110.237793753762,-108.270967012757
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,2,-12.9494830530256,-15.9270150998894,-13.6866617450485,-5.99272480963223,-8.84136377902789,-6.68513700243835,-106.992322274881,-109.870846552272,-107.696578665254,-106.992322546433,-109.870846832009,-107.696578939218
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,2.5,-12.282978234472,-15.8571020959741,-13.2384446242755,-6.97578039901415,-9.04811366388097,-6.96326773825147,-107.438996036657,-109.996868060442,-107.75114392819,-107.438996236894,-109.996868326255,-107.751144169738
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,3,-12.0772838417289,-15.6101851474837,-12.8573969147405,-8.20983901820949,-9.28874566289815,-7.50416273880494,-108.149748470105,-110.086236759155,-107.987209910856,-108.149748603795,-110.086237003341,-107.987210111368
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,3.5,-12.5910291039132,-15.4722731873653,-12.8864010885611,-9.5597239923122,-9.54523199541961,-8.22897606024805,-109.178207917068,-110.2167151814,-108.470556494917,-109.178208007657,-110.216715407714,-108.470556662487
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,4,-13.6405278432649,-15.4584004155364,-13.2242682694313,-11.0351092620455,-9.80749485389776,-9.09306034844482,-110.494991924631,-110.389692433787,-109.147361692371,-110.49499198851,-110.389692647066,-109.147361833371
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,4.5,-15.0682223018226,-15.5207394544233,-13.8028756457619,-12.6527156834182,-10.0695309600386,-10.068202173894,-112.058691860989,-110.587075035243,-109.981130628745,-112.05869190707,-110.587075238739,-109.981130748168
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.1,5,-16.7761363534915,-15.6306115657597,-14.5741793437748,-14.4016191630582,-10.3277262026261,-11.1349782547637,-113.82717903318,-110.797572661425,-110.945483841058,-113.827179066471,-110.7975728574,-110.945483942828
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,1,-17.0220153355946,-20.1767342783238,-17.9798590164487,-10.372689826668,-13.5449847280111,-11.3335267698261,-111.250463610106,-114.416108449187,-112.210169548997,-111.250463892376,-114.416108731475,-112.210169831269
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,1.5,-14.3648899851676,-18.0334072926019,-15.36228892245,-7.71076753778355,-11.3961186912048,-8.71063080269566,-108.590320911443,-112.269178416973,-109.589226588139,-108.590321193707,-112.269178699256,-109.589226870405
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,2,-12.9578177162592,-16.79513744035,-13.8530187088901,-6.95030802996732,-10.2315123224653,-7.74838042409536,-107.619954452767,-111.081299166147,-108.450047222943,-107.619954709242,-111.081299445337,-108.450047483421
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,2.5,-11.049966910068,-16.0310438572677,-12.363965930422,-6.91841126329179,-9.99293887850144,-7.37240831261474,-106.916485084892,-110.671574940337,-107.689838475561,-106.91648526384,-110.671575198556,-107.689838690651
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,3,-9.881408184843,-15.1430180133862,-11.088858455124,-7.15903319579035,-9.84405473684846,-7.27601762688549,-106.590205948835,-110.269842726308,-107.150673124116,-106.59020606672,-110.269842954479,-107.15067328939
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,3.5,-9.47156855041559,-14.326635633418,-10.3653210198406,-7.6094954170843,-9.76694122951281,-7.38938676093666,-106.667698317941,-109.925473192813,-106.926824867376,-106.667698397503,-109.925473390198,-106.926824996239
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,4,-9.57395227262687,-13.7879260401038,-10.0358498605714,-8.25763238499759,-9.74529881959525,-7.67095108656001,-107.068883132792,-109.708280183939,-106.950099442936,-107.068883187548,-109.708280359327,-106.9500995447
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,4.5,-10.0445358955826,-13.4315717604905,-10.002331463689,-9.08942121366457,-9.76579812527455,-8.09284413037666,-107.733245337242,-109.581751945517,-107.172938137134,-107.733245375203,-109.581752104632,-107.172938218392
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,1.6,5,-10.8008884490212,-13.2002106788158,-10.1996179897918,-10.0864686053537,-9.81800598169713,-8.63480122542267,-108.617579950167,-109.520829817694,-107.560688593666,-108.617579976544,-109.520829964425,-107.560688659175
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,2.1,1,-19.3905490301078,-24.645164578677,-20.6413116832048,-13.1288305528581,-18.0356551533407,-14.152822024758,-113.880100661692,-118.899124434167,-114.977630848208,-113.880100930341,-118.899124716479,-114.977631125761
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,2.1,1.5,-16.2891994437429,-21.668260502437,-17.4964788568348,-10.5531033591559,-15.058631081288,-11.670697749697,-111.128880741491,-115.922142158373,-112.276912678485,-111.1288809892,-115.922142440684,-112.276912929802
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,2.1,2,-13.5444267526769,-19.7513457754543,-14.9920528722763,-9.1060388841784,-13.6074817207725,-10.1164652702924,-109.217650602945,-114.319953002246,-110.389434733515,-109.217650797286,-114.319953266276,-110.38943494609
0.05,0.3,0.5,20,1,0,4.293,0.0309,4.293,0,4.293,0.0309,2.5556,2.3453,45,2.1,2.5,-11.1935157803816,-18.4167357905495,-12.616953078915,-8.23759157060385,-12.7909521265002,-9.07962579310841,-107.763298763524,-113.328926290067,-108.842324090841,-107.76329889445,-113.32892653337,-108.842324246909
